date,time,text,title,index
14010502,09:17:00,"['با صدور حکمی توسط خجسته مهر مدیرعامل شرکت ملی نفت ایران ، فریبرز فرشاد جایگزین ناصر مولایی در منابع انسانی شرکت ملی نفت ایران شد.', '◀️پ\u200cن : فریبرز فرشاد پیش از این معاون مدیر در آموزش و بهبود منابع انسانی شرکت ملی نفت ایران بود.\n\n']",ناصر مولایی برکنار شد/ فریبرز فرشاد سرپرست منابع انسانی ملی نفت شد,0
14010503,16:44:00,"['مهمترین اخبار کوتاه صنعت نفت در بخش زیر قابل مشاهده می باشد.', '◀️در حالی که به روز پایانی تیرماه ۱۴۰۱ وارد می شویم حقوق و مزایای تیرماه پرسنل نفت هنوز واریز نشده است! از فیش حقوق نیز هنوز خبری نیست!\n\xa0\n\n◀️هواشناسی خوزستان هشدار سطح نارنجی صادر کرد؛ تعطیلی ادارات در روز شنبه محتمل است.\n\n\xa0\n\n◀️امیررضا دوران سرپرست مدیریت منابع انسانی زاگرس جنوبی شد.\n\n\xa0\n\n◀️قیمت سبد نفتی اوپک دیروز با کاهش اندک به زیر ۱۱۰ دلار رفت.\n\n\xa0\n\n◀️پوتین شب گذشته با بدرقه وزیر نفت تهران را ترک کرد.\n\n\xa0\n\n◀️انتقاد مدیرعامل پالایش و پخش از پرمصرف بودن خودروهای ایرانی: بار پرمصرف بودن خودروها بر دوش ماست.\n\n\xa0\n\n◀️مديرعامل پالایشگاه آبادان: گرد سفیدی که از واحد کت کراکر فاز ۳ پالایشگاه نفت آبادان نشت و در سطح شهر انتشار یافته، کاتالیست سمی نیست!!\n\n\xa0\n\n◀️اتحادیه اروپا به\u200cمنظور آماده شدن برای کاهش عرضه گاز از سوی روسیه، از کشورها خواست تا مصرف گاز خود را ۱۵ درصد کاهش دهند.\n\n\xa0\n\n◀️مجارستان از مذاکره با روسیه برای هدایت گاز این کشور به خط لوله ترک استریم خبر داد.\n\n\xa0\n\n◀️جو بایدن : یک پالایشگاه نفتی باعث شد سرطان بگیرم!\n\n\xa0\n\n◀️جریان گاز روسیه به آلمان از سر گرفته شد.\n']",اخبار کوتاه نفت‌آنلاین از آخرین تحولات نفتی,0
14010503,12:43:00,"['این تصویر کار و تلاش مردان آهنین صنعت نفت در ساعات بامدادی در رطوبت بالای ۱۰۰ درجه را نشان می دهد.... رطوبتی که در آن هم باید کار خود را دقیق انجام دهی و هم اینکه به زحمت نفس می کشی!', 'نمایندگان محترم مجلس و مسئولین تصمیم گیر دولتی! این تصویر را ببینید و پاسخ دهید چرا باید میزان کسر مالیات کارکنان نفت که در سخت\u200cترین شرایط آب و هوایی ، در محروم ترین مناطق کشور و با طعم دوری از خانواده در حال خدمت هستند با کارکنان سایر دستگاه\u200cهای اجرایی یکی باشد؟ آیا پاسخی منطقی به این سوال دارید؟؟؟\n\n\xa0\n\nنفت\u200c آنلاین : شنیده\u200cها حاکی از آن است سازمان امور مالیاتی کشور ضوابط جدیدی در خصوص مالیات کارکنان ابلاغ کرده و بر این اساس مالیات پرسنل رسمی و قراردادی صنعت نفت بر اساس ضوابط جدید ابلاغی محاسبه خواهد شد! و این موضوع در حالی است که در سال\u200cهای گذشته از آیتم\u200cهای حقوقی پرسنل نفت مالیات\u200cهایی کسر شده بود که مشمول مالیات نبودند و حال شنیده\u200cهای جدید در خصوص مشمول شدن تمامی آیتم\u200cهای حقوقی در موضوع مالیات باعث انتقاد شدید پرسنل صنعت نفت شده است و امیدواریم با توجه به سختی کار و طاقت فرسا بودن شغل کارکنان نفت راهکاری برای رفع این مشکل و افزایش رضایتمندی پرسنل در اين خصوص توسط مدیران ارشد صنعت نفت، نمایندگان مجلس و دولتی ها انجام شود.\n\n\nنکته مهم: خوزستان دارای بیشترین کارکنان عملیاتی در سطح کشور می باشد... نکته مهم اینکه اکثر نمایندگان این استان عضو کمیسیون انرژی نیز می باشند؟ پس چرا نمایندگان این استان در خصوص وضعیت پرسنل نفت در این استان سکوت کرده اند؟ آیا تصاویر و فیلم های منتشر شده #نفت_آنلاین از کار و تلاش پرسنل نفت در هوای جهنمی این استان را نمی بینید؟!!!\n\xa0\n\n\n\n\xa0\n']",کارکنان پرتلاش صنعت نفت و کسر مالیات نجومی!,0
14010429,10:12:00,"['معاون وزیر نفت از ابلاغ آیین\u200cنامه اجرایی مربوط به رابطه مالی شرکت ملی نفت ایران و دولت خبر داد.', '▪️اسناد ابلاغی:\n١. آیین\u200cنامه اجرایی بند ص تبصره یک قانون بودجه\n\n\u200f٢. قرارداد جدید بین وزارت نفت و شرکت نفت\n\n\u200f٣. دستورالعمل جدید اوزان و احجام\n\n\xa0\n\n\u200f▪️اسناد ٢ و ٣ در دولت جدید تهیه شده\u200cاند.\n\n\n']",ابلاغ آیین‌نامه اجرایی مربوط به رابطه مالی شرکت نفت و دولت,0
14010431,20:24:00,"['مهمترین اخبار صنعت نفت در بخش زیر قابل مشاهده می باشد.', '◀️قیمت سبد نفتی اوپک دیروز (دوشنبه، ۲۷ تیرماه) با افزایش بیش از ۴ دلاری از ۱۰۸ دلار گذشت.\n\xa0\n\n◀️ادعای یک نماینده مجلس: امکان تولید ۴میلیون بشکه نفت خام در روز را داریم!\n\n\xa0\n\n◀️ایران قیمت رسمی فروش نفت را برای آسیایی\u200cها افزایش داد.\n\n\xa0\n\n◀️رئیسی در نشست خبری با اردوغان: قرارداد صادرات گاز ایران به ترکیه باید تمدید شود.\n\n\xa0\n\n◀️تأسیسات تقویت فشار گاز نورآباد به خط لوله دهم سراسری گاز متصل شد.\n\n\xa0\n\n◀️رویترز: اداره اطلاعات انرژی آمریکا از افزایش تولید نفت از حوضه نفتی پرمین خبر داد.\n\n\xa0\n\n◀️شرکت دولتی گازپروم روسیه برای تداوم عرضه گاز به مشتریان اروپایی خود وضع فوق\u200cالعاده اعلام کرد.\n\n\xa0\n\n◀️وزیر نفت عراق از آغاز تولید در پالایشگاه نفت کربلا تا پایان سال جاری میلادی خبر داد.\n\n\xa0\n\n◀️ژاپن از سهام شرکت\u200cهای خود در ساخالین-۲ حمایت می\u200cکند.\n\n\xa0\n\n◀️احمد دارس: ائتلاف سعودی ۹.۵ میلیارد دلار درآمد نفتی یمن را غارت کرد.\n\n\xa0\n\n◀️ژاپن خواستار افزایش تولید نفت اوپک شد.\n']",اخبار کوتاه نفت‌آنلاین از آخرین تحولات نفتی,3
14010431,16:16:00,"['شرکت ملی نفت ایران قیمت رسمی فروش انواع نفت خام صادراتی برای عرضه به مشتریان آسیایی را در ماه اوت (مردادماه _ شهریورماه) افزایش داد.', 'به گزارش نفت آنلاین،\xa0 مدیریت امور بین\u200cالملل شرکت ملی نفت ایران قیمت نفت خام سبک، نفت خام سنگین و فروزان را برای فروش در ماه اوت به\u200cترتیب ۸.۹۰، ۵.۶۰ و ۵.۶۵ دلار بالاتر از میانگین قیمت نفت عمان/ دوبی قیمت\u200cگذاری کرده است.\n\xa0\n\n\xa0قیمت هر بشکه نفت خام سبک ایران برای فروش در ماه اوت ۸ دلار و ۹۰ سنت، نفت خام سنگین ایران ۵ دلار و ۶۰ سنت و قیمت نفت خام فروزان ۵ دلار و ۶۵ سنت بیشتر از ماه ژوئیه (تیرماه _ مردادماه) است.\n\n\xa0\n\n\xa0میانگین قیمت نفت خام عمان/ دوبی، قیمت پایه نفت خام در غرب آسیاست.\n\n\xa0\n\n\xa0ایران قیمت رسمی فروش نفت خام سبک در بازار شمال غرب اروپا را ۳.۳۰ دلار بیشتر از برنت و قیمت نفت خام سنگین و فروزان را در این\xa0 بازار به\u200cترتیب ۱.۲۵ و ۱.۱۵ دلار پایین\u200cتر از برنت قیمت\u200cگذاری کرده است.\n\n\xa0\n\n\xa0شرکت سعودی آرامکو هم پیش\u200cتر اعلام کرده بود قیمت رسمی فروش نفت خام سبک خود را برای عرضه به مشتریان آسیایی در ماه اوت افزایش داده است.\n']",افزایش قیمت نفت ایران برای آسیایی ها,3
14010431,16:09:00,"['قیمت سبد نفتی اوپک دیروز (دوشنبه، ۲۷ تیرماه) با افزایش بیش از ۴ دلاری از ۱۰۸ دلار گذشت.', 'به گزارش نفت آنلاین،\xa0 قیمت سبد نفتی اوپک دیروز ۱۰۸ دلار و ۷۶ سنت ثبت شد، در حالی\u200c که جمعه (۲۴ تیرماه) ۱۰۴ دلار و ۳۹ سنت بود.\n\xa0\n\nقیمت نفت خام شاخص برنت و وست تگزاس اینترمدیت (WTI) نیز امروز (سه\u200cشنبه، ۲۸ تیرماه) و تا لحظه انتشار این خبر به\u200cترتیب ۱۰۵ دلار و ۵۸ سنت و ۱۰۲ دلار و ۲۸ سنت به ازای هر بشکه بود./ دبیرخانه اوپک\n']",قیمت سبد نفتی اوپک افزایش یافت,3
14010431,13:09:00,"['شرکت ملی نفت ایران و گازپروم روسیه تفاهم\u200cنامه همکاری ۴٠ میلیارد دلاری امضا کردند .', 'به گزارش نفت آنلاین،\xa0 محسن خجسته\u200cمهر، مدیرعامل شرکت ملی نفت ایران و ویتالی مارکلوف، قائم\u200cمقام مدیرعامل شرکت «گازپروم» روسیه تفاهم\u200cنامه همکاری راهبری به ارزش حدود ۴۰ میلیارد دلار امضا کردند.\n\xa0\n\n\xa0توسعه میدان\u200cهای گازی کیش و پارس شمالی، فشارافزایی میدان پارس جنوبی، توسعه ۶ میدان نفتی، سوآپ گاز و فرآورده، تکمیل طرح\u200cهای ال\u200cان\u200cجی، احداث خطوط لوله صادرات گاز و سایر همکاری\u200cهای علمی و فناورانه از جمله مهم\u200cترین محورهای تفاهم\u200cنامه بوده است.\n\n◀️ نفت\u200c_آنلاین : لازم به ذکر است مدیرعامل شرکت ملی نفت ایران، این تفاهم\u200cنامه را بزرگترین سرمایه\u200cگذاری خارجی تاریخ صنعت نفت ایران دانست.\n']",امضا قرارداد ۴۰ میلیارد دلاری با گازپروم روسیه در دولت سید ابراهیم رئیسی,3
14010430,23:43:00,"['در حالی که کارکنان ستادی و سایر دستگاه های اجرایی در ماه های اخیر چندین روز بعلت گرد و غبار شدید و گرمای بی سابقه تعطیل شدند پرسنل عملیاتی نفت با تلاش و کوشش در حال چرخاندن چرخ اقتصاد کشور هستند.', 'به گزارش نفت\u200c آنلاین ، از اوایل سال جاری بارها بعلت گرد و غبار شدید یا گرمای بی سابقه ادارات و دستگاه\u200cهای اجرایی استان خوزستان و سایر استان\u200cها تعطیل شد اما پرسنل عملیاتی صنعت نفت و حفاری همچنان در مناطق عملیاتی در گرمای بی سابقه و آب و هوای بسیار بد در حال کار و تلاش می باشند و همیشه اخبار تعطیلی ادارات ستادی و سایر دستگاه های اجرایی را با حسرت دنبال می کنند!\n\xa0\n\n\xa0سوال: با توجه با این موضوع برای افزایش انگیزه پرسنل عملیاتی در چنین مواقعی چه راهکاری را می توان در نظر گرفت؟\xa0\n\n\xa0\n\nطبق پیام های ارسالی پرسنل عملیاتی به نفت\u200cآنلاین با در نظر گرفتن بعضی از آیتم\u200cهای انگیزشی می توان باعث جلوگیری از کاهش انگیزه این سخت\u200cکوشان در چنین مواقعی شد و جهت برآورده شدن این خواسته و مطالبه مهم باید مدیران ارشد نفتی دست بکار شده تا چاره ای برای این مطالبه مهم پیدا کنند.\n\n\xa0\n\nهمچنین سوالی که پرسنل عملیاتی از نمایندگان مجلس ، مدیران نفتی و مسئولین دولتی دارند این است ، حال که ما کارکنان عملیاتی نفت حتی در این شرایط سخت آب_و_هوایی و گرمای بی\u200cسابقه تعطیل ناپذیر هستیم چه اقداماتی برای افزایش انگیزه ما انجام داده اید؟!؟!؟ سوالی که تا به امروز هیچ مقام مسئولی پاسخ روشنی به آن نداده است!\xa0\n\n\xa0\n\n◀️عملیاتی ها نظر خود را بنویسند... برای افزایش انگیزه در برابر موضوع پیش گفته شده چه انتظار و خواسته ای از مدیران ارشد صنعت نفت ، نمایندگان مجلس و دولتی ها دارید؟\n\n\xa0\n\n◀️ جهت مشاهده سایر نظرات و درج نظر جدید در پیج اینستاگرام نفت\u200c_آنلاین کلیک کنید.\n']",وقتی عملیاتی‌ها با حسرت نظاره‌گر تعطیلی‌ها هستند!!!,3
14010427,16:14:00,"['جواد اوجی وزیر نفت از مرکز آموزش شرکت ملی نفت ایران در محمود آباد مازندران بازدید کرد.', '◀️ نفت\u200c آنلاین : امیدواریم وزیر محترم نفت و مدیران ارشد صنعت نفت علاوه بر سفر به استان\u200cهای شمالی ، قبل از پایان فصل گرما نیز سفری به مناطق عملیاتی جنوب داشته باشد و از نزدیک کار و تلاش مردان صنعت نفت در گرمای بیش از ۶۰ درجه و گرد و غبارهای بی سابقه را مشاهده کنند و بازدید\u200cهای این عزیزان از جنوب فقط در فصول خوش آب و هوا نباشد.\n\n']",تصاویری از حضور وزیر نفت در مرکز آموزش شرکت ملی نفت ایران در محمود آباد مازندران+ یک نکته,3
